season,team,date,time,roof,surface,attendance,temp(f),humidity (%),wind(mph),home,wins,losses,predictedToWin,points,pointsGivenUp,possessionTime,firstDowns,3rdDownConv%,4thDownAtt,4thDownConv%,yards,yardsGivenUp,turnovers,rushAtt,rushYds,rushTDs,passAtt,cmp%,passYds,passTDs,passINTs,sacks,allowedSacks,fumbleRec,penalties,opponent,oppWins,oppLosses,oppPoints,oppPointsGivenUp,oppPossessionTime,oppFirstDowns,opp3rdDownConv%,opp4thDownAtt,opp4thDownConv%,oppYards,oppYardsGivenUp,oppTurnovers,oppRushAtt,oppRushYds,oppRushTDs,oppPassAtt,oppCmp%,oppPassYds,oppPassTDs,oppPassINTs,oppSacks,oppAllowedSacks,oppFumbleRec,oppPenalties,win
2020,HOU,2020-10-04,01:00:00,dome,grass,12102,,,,True,0,3,True,22.38,28.00,1633,20.15,43.30,0.92,54.17,377.23,405.08,1.15,21.31,95.85,0.69,34.38,69.63,301.15,1.85,0.46,1.85,3.23,0.23,4.77,MIN,0,3,23.56,28.33,1873,23.00,38.94,1.56,74.45,358.56,371.22,1.44,29.67,127.11,1.22,32.67,66.09,248.67,1.78,1.00,1.78,2.67,0.67,4.89,False
2020,IND,2020-10-04,01:00:00,outdoors,grass,,52,54,10,False,2,1,True,26.00,22.73,1862,22.67,37.46,1.93,64.87,379.93,330.73,1.00,27.93,121.87,1.13,35.73,66.92,265.93,1.40,0.73,2.47,1.27,0.53,5.80,CHI,3,0,21.62,22.38,1773,19.92,33.54,1.62,58.33,312.69,333.00,1.31,23.08,89.85,0.77,38.08,66.32,238.69,1.46,0.85,2.23,2.23,0.62,5.46,True
2020,JAX,2020-10-04,01:00:00,outdoors,grass,6243,64,58,6,False,1,2,False,18.47,30.20,1681,19.67,40.09,1.47,33.33,328.27,413.27,1.60,20.67,91.93,0.53,39.27,64.51,252.13,1.53,1.07,1.13,2.60,0.33,6.73,CIN,0,2,19.44,26.50,1869,19.88,35.38,1.69,75.70,319.75,389.19,1.50,25.69,104.25,0.81,36.31,62.53,237.06,1.19,0.69,1.06,3.00,0.38,5.19,False
2020,LAC,2020-10-04,01:00:00,outdoors,grass,6383,75,87,6,False,1,2,False,25.56,26.56,1914,23.11,40.57,1.78,37.08,384.22,364.56,0.78,32.56,123.44,0.89,34.78,65.17,274.44,2.11,0.67,1.44,2.22,0.56,4.78,TAM,2,1,29.31,22.69,1714,21.69,43.48,0.75,72.22,372.94,342.50,1.12,23.75,98.88,0.94,38.25,62.55,283.56,2.31,0.81,2.94,1.38,0.69,4.69,False
2020,MIA,2020-10-04,01:00:00,outdoors,grass,12369,86,71,13,True,1,2,False,25.20,20.87,1870,21.80,38.07,0.53,75.00,336.07,364.53,1.33,26.87,103.87,1.00,34.93,66.96,244.07,1.47,0.87,2.53,2.07,0.67,4.60,SEA,3,0,28.50,23.57,1816,21.71,36.45,1.00,52.08,371.00,371.36,1.21,26.21,127.79,0.86,34.43,67.63,262.00,2.57,0.86,2.93,3.00,0.36,5.64,False
2020,MIN,2020-10-04,01:00:00,dome,grass,12102,,,,False,0,3,False,23.56,28.33,1873,23.00,38.94,1.56,74.45,358.56,371.22,1.44,29.67,127.11,1.22,32.67,66.09,248.67,1.78,1.00,1.78,2.67,0.67,4.89,HOU,0,3,22.38,28.00,1633,20.15,43.30,0.92,54.17,377.23,405.08,1.15,21.31,95.85,0.69,34.38,69.63,301.15,1.85,0.46,1.85,3.23,0.23,4.77,True
2020,PHI,2020-10-04,08:20:00,outdoors,grass,,84,30,12,False,0,2,False,20.53,25.67,1744,20.67,35.95,2.07,40.48,328.80,352.27,1.93,24.93,127.33,1.00,36.93,55.58,226.00,1.27,1.33,3.20,3.93,0.60,6.53,SFO,2,1,24.64,25.00,1914,22.55,41.64,1.00,37.50,373.18,313.64,1.91,27.45,115.45,1.45,35.64,66.42,276.09,1.55,1.18,1.82,2.45,0.36,5.64,True
2020,SEA,2020-10-04,01:00:00,outdoors,grass,12369,86,71,13,False,3,0,True,28.50,23.57,1816,21.71,36.45,1.00,52.08,371.00,371.36,1.21,26.21,127.79,0.86,34.43,67.63,262.00,2.57,0.86,2.93,3.00,0.36,5.64,MIA,1,2,25.20,20.87,1870,21.80,38.07,0.53,75.00,336.07,364.53,1.33,26.87,103.87,1.00,34.93,66.96,244.07,1.47,0.87,2.53,2.07,0.67,4.60,True
2020,SFO,2020-10-04,08:20:00,outdoors,grass,,84,30,12,True,2,1,False,24.64,25.00,1914,22.55,41.64,1.00,37.50,373.18,313.64,1.91,27.45,115.45,1.45,35.64,66.42,276.09,1.55,1.18,1.82,2.45,0.36,5.64,PHI,0,2,20.53,25.67,1744,20.67,35.95,2.07,40.48,328.80,352.27,1.93,24.93,127.33,1.00,36.93,55.58,226.00,1.27,1.33,3.20,3.93,0.60,6.53,False
2020,TAM,2020-10-04,01:00:00,outdoors,grass,6383,75,87,6,True,2,1,True,29.31,22.69,1714,21.69,43.48,0.75,72.22,372.94,342.50,1.12,23.75,98.88,0.94,38.25,62.55,283.56,2.31,0.81,2.94,1.38,0.69,4.69,LAC,1,2,25.56,26.56,1914,23.11,40.57,1.78,37.08,384.22,364.56,0.78,32.56,123.44,0.89,34.78,65.17,274.44,2.11,0.67,1.44,2.22,0.56,4.78,True
2020,WAS,2020-10-04,01:00:00,outdoors,grass,,65,45,5,True,1,2,False,20.93,20.36,1790,20.00,40.99,1.21,40.91,319.86,301.86,1.71,24.71,99.50,1.14,37.50,65.19,241.50,1.14,1.14,3.00,3.14,0.43,5.14,BAL,2,1,26.94,18.65,1900,20.29,49.27,1.12,56.94,361.41,317.71,1.18,34.41,189.82,1.47,26.06,62.79,183.29,1.53,0.76,2.24,2.18,0.65,6.71,False
2020,ATL,2020-10-05,08:15:00,outdoors,grass,,53,46,9,False,0,3,False,25.23,25.08,1896,22.85,41.60,1.69,68.33,361.46,400.69,0.92,26.38,95.85,0.77,38.69,65.58,282.23,1.69,0.46,1.77,2.69,0.69,5.08,GNB,3,0,30.81,22.50,1932,22.00,49.79,1.19,61.00,384.81,329.00,0.81,27.00,130.94,1.00,33.31,69.98,267.94,2.88,0.38,2.50,1.62,0.44,4.56,False
2020,GNB,2020-10-05,08:15:00,outdoors,grass,,53,46,9,True,3,0,True,30.81,22.50,1932,22.00,49.79,1.19,61.00,384.81,329.00,0.81,27.00,130.94,1.00,33.31,69.98,267.94,2.88,0.38,2.50,1.62,0.44,4.56,ATL,0,3,25.23,25.08,1896,22.85,41.60,1.69,68.33,361.46,400.69,0.92,26.38,95.85,0.77,38.69,65.58,282.23,1.69,0.46,1.77,2.69,0.69,5.08,True
2020,KAN,2020-10-05,07:05:00,outdoors,grass,12729,73,39,14,True,3,0,True,29.29,21.88,1828,24.35,48.23,1.00,66.67,415.88,355.29,1.00,25.00,113.41,0.76,38.82,67.52,311.71,2.47,0.41,2.18,1.53,0.41,6.18,NWE,2,1,19.86,23.50,1721,21.43,40.81,0.93,62.96,337.50,363.14,1.29,30.71,148.14,1.29,28.21,64.21,203.43,0.71,0.93,1.43,2.14,0.29,3.86,True
2020,NWE,2020-10-05,07:05:00,outdoors,grass,12729,73,39,14,False,2,1,False,19.86,23.50,1721,21.43,40.81,0.93,62.96,337.50,363.14,1.29,30.71,148.14,1.29,28.21,64.21,203.43,0.71,0.93,1.43,2.14,0.29,3.86,KAN,3,0,29.29,21.88,1828,24.35,48.23,1.00,66.67,415.88,355.29,1.00,25.00,113.41,0.76,38.82,67.52,311.71,2.47,0.41,2.18,1.53,0.41,6.18,False
2020,CHI,2020-10-08,08:20:00,outdoors,grass,,57,74,7,True,3,1,False,21.62,22.38,1773,19.92,33.54,1.62,58.33,312.69,333.00,1.31,23.08,89.85,0.77,38.08,66.32,238.69,1.46,0.85,2.23,2.23,0.62,5.46,TAM,3,1,29.31,22.69,1714,21.69,43.48,0.75,72.22,372.94,342.50,1.12,23.75,98.88,0.94,38.25,62.55,283.56,2.31,0.81,2.94,1.38,0.69,4.69,True
2020,TAM,2020-10-08,08:20:00,outdoors,grass,,57,74,7,False,3,1,True,29.31,22.69,1714,21.69,43.48,0.75,72.22,372.94,342.50,1.12,23.75,98.88,0.94,38.25,62.55,283.56,2.31,0.81,2.94,1.38,0.69,4.69,CHI,3,1,21.62,22.38,1773,19.92,33.54,1.62,58.33,312.69,333.00,1.31,23.08,89.85,0.77,38.08,66.32,238.69,1.46,0.85,2.23,2.23,0.62,5.46,False
2020,ARI,2020-10-11,01:00:00,outdoors,turf,,64,57,8,False,2,2,True,27.70,22.40,1805,25.20,43.70,1.20,58.33,401.60,337.70,0.90,32.40,160.50,1.60,34.90,67.85,250.20,1.70,0.50,2.80,1.50,0.50,7.10,NYJ,0,4,13.71,28.79,1665,16.57,33.16,1.07,29.63,278.43,394.43,1.29,25.07,106.71,0.43,31.29,58.62,193.07,0.93,0.93,1.79,2.86,0.57,6.21,True
2020,ATL,2020-10-11,01:00:00,dome,turf,6656,,,,True,0,4,True,25.23,25.08,1896,22.85,41.60,1.69,68.33,361.46,400.69,0.92,26.38,95.85,0.77,38.69,65.58,282.23,1.69,0.46,1.77,2.69,0.69,5.08,CAR,2,2,21.57,25.57,1878,21.43,39.09,1.86,53.03,351.14,352.71,1.43,25.57,108.29,1.36,34.71,67.90,259.07,1.00,1.07,1.79,2.43,0.64,6.07,False
2020,BAL,2020-10-11,01:00:00,outdoors,grass,,69,92,3,True,3,1,False,26.94,18.65,1900,20.29,49.27,1.12,56.94,361.41,317.71,1.18,34.41,189.82,1.47,26.06,62.79,183.29,1.53,0.76,2.24,2.18,0.65,6.71,CIN,1,2,19.44,26.50,1869,19.88,35.38,1.69,75.70,319.75,389.19,1.50,25.69,104.25,0.81,36.31,62.53,237.06,1.19,0.69,1.06,3.00,0.38,5.19,True
2020,CAR,2020-10-11,01:00:00,dome,turf,6656,,,,False,2,2,False,21.57,25.57,1878,21.43,39.09,1.86,53.03,351.14,352.71,1.43,25.57,108.29,1.36,34.71,67.90,259.07,1.00,1.07,1.79,2.43,0.64,6.07,ATL,0,4,25.23,25.08,1896,22.85,41.60,1.69,68.33,361.46,400.69,0.92,26.38,95.85,0.77,38.69,65.58,282.23,1.69,0.46,1.77,2.69,0.69,5.08,True
2020,CIN,2020-10-11,01:00:00,outdoors,grass,,69,92,3,False,1,2,False,19.44,26.50,1869,19.88,35.38,1.69,75.70,319.75,389.19,1.50,25.69,104.25,0.81,36.31,62.53,237.06,1.19,0.69,1.06,3.00,0.38,5.19,BAL,3,1,26.94,18.65,1900,20.29,49.27,1.12,56.94,361.41,317.71,1.18,34.41,189.82,1.47,26.06,62.79,183.29,1.53,0.76,2.24,2.18,0.65,6.71,False
2020,CLE,2020-10-11,04:25:00,outdoors,grass,11759,64,67,16,True,3,1,True,26.28,26.56,1837,22.00,45.20,1.50,40.00,367.28,373.67,1.00,30.44,145.17,1.33,31.78,63.19,231.56,1.72,0.50,2.17,1.50,0.61,5.89,IND,3,1,26.00,22.73,1862,22.67,37.46,1.93,64.87,379.93,330.73,1.00,27.93,121.87,1.13,35.73,66.92,265.93,1.40,0.73,2.47,1.27,0.53,5.80,True
2020,DAL,2020-10-11,04:25:00,dome,turf,25147,,,,True,1,3,True,24.79,30.36,1720,23.07,41.81,1.79,54.55,370.93,380.79,1.79,26.57,105.14,0.86,40.57,64.13,288.71,1.50,0.86,2.00,2.86,0.79,6.07,NYG,0,4,18.07,22.67,1704,18.53,34.95,1.33,63.33,299.93,356.60,1.40,24.93,108.80,0.87,32.07,62.07,209.73,0.80,0.67,2.53,3.00,0.67,5.13,True
2020,HOU,2020-10-11,01:00:00,dome,grass,12413,,,,True,0,4,True,22.38,28.00,1633,20.15,43.30,0.92,54.17,377.23,405.08,1.15,21.31,95.85,0.69,34.38,69.63,301.15,1.85,0.46,1.85,3.23,0.23,4.77,JAX,1,3,18.47,30.20,1681,19.67,40.09,1.47,33.33,328.27,413.27,1.60,20.67,91.93,0.53,39.27,64.51,252.13,1.53,1.07,1.13,2.60,0.33,6.73,True
2020,IND,2020-10-11,04:25:00,outdoors,grass,11759,64,67,16,False,3,1,False,26.00,22.73,1862,22.67,37.46,1.93,64.87,379.93,330.73,1.00,27.93,121.87,1.13,35.73,66.92,265.93,1.40,0.73,2.47,1.27,0.53,5.80,CLE,3,1,26.28,26.56,1837,22.00,45.20,1.50,40.00,367.28,373.67,1.00,30.44,145.17,1.33,31.78,63.19,231.56,1.72,0.50,2.17,1.50,0.61,5.89,False
2020,JAX,2020-10-11,01:00:00,dome,grass,12413,,,,False,1,3,False,18.47,30.20,1681,19.67,40.09,1.47,33.33,328.27,413.27,1.60,20.67,91.93,0.53,39.27,64.51,252.13,1.53,1.07,1.13,2.60,0.33,6.73,HOU,0,4,22.38,28.00,1633,20.15,43.30,0.92,54.17,377.23,405.08,1.15,21.31,95.85,0.69,34.38,69.63,301.15,1.85,0.46,1.85,3.23,0.23,4.77,False
2020,KAN,2020-10-11,01:00:00,outdoors,grass,13311,80,57,16,True,4,0,True,29.29,21.88,1828,24.35,48.23,1.00,66.67,415.88,355.29,1.00,25.00,113.41,0.76,38.82,67.52,311.71,2.47,0.41,2.18,1.53,0.41,6.18,LVR,2,2,25.75,29.50,1874,22.12,42.47,1.62,75.00,392.88,369.75,2.00,29.50,125.38,1.25,34.25,66.16,278.62,1.62,0.75,1.62,2.00,0.38,7.00,False
2020,LAR,2020-10-11,01:00:00,outdoors,grass,,69,82,2,False,3,1,True,24.00,23.56,1874,22.33,42.06,1.11,12.50,384.67,298.44,1.33,29.44,127.33,1.00,37.11,64.60,268.67,1.67,0.89,2.67,1.78,0.56,4.22,WAS,1,3,20.93,20.36,1790,20.00,40.99,1.21,40.91,319.86,301.86,1.71,24.71,99.50,1.14,37.50,65.19,241.50,1.14,1.14,3.00,3.14,0.43,5.14,True
2020,LVR,2020-10-11,01:00:00,outdoors,grass,13311,80,57,16,False,2,2,False,25.75,29.50,1874,22.12,42.47,1.62,75.00,392.88,369.75,2.00,29.50,125.38,1.25,34.25,66.16,278.62,1.62,0.75,1.62,2.00,0.38,7.00,KAN,4,0,29.29,21.88,1828,24.35,48.23,1.00,66.67,415.88,355.29,1.00,25.00,113.41,0.76,38.82,67.52,311.71,2.47,0.41,2.18,1.53,0.41,6.18,True
2020,MIA,2020-10-11,04:05:00,outdoors,grass,,73,41,6,False,1,3,False,25.20,20.87,1870,21.80,38.07,0.53,75.00,336.07,364.53,1.33,26.87,103.87,1.00,34.93,66.96,244.07,1.47,0.87,2.53,2.07,0.67,4.60,SFO,2,2,24.64,25.00,1914,22.55,41.64,1.00,37.50,373.18,313.64,1.91,27.45,115.45,1.45,35.64,66.42,276.09,1.55,1.18,1.82,2.45,0.36,5.64,True
2020,MIN,2020-10-11,08:20:00,outdoors,turf,,54,90,10,False,1,3,False,23.56,28.33,1873,23.00,38.94,1.56,74.45,358.56,371.22,1.44,29.67,127.11,1.22,32.67,66.09,248.67,1.78,1.00,1.78,2.67,0.67,4.89,SEA,4,0,28.50,23.57,1816,21.71,36.45,1.00,52.08,371.00,371.36,1.21,26.21,127.79,0.86,34.43,67.63,262.00,2.57,0.86,2.93,3.00,0.36,5.64,False
2020,NYG,2020-10-11,04:25:00,dome,turf,25147,,,,False,0,4,False,18.07,22.67,1704,18.53,34.95,1.33,63.33,299.93,356.60,1.40,24.93,108.80,0.87,32.07,62.07,209.73,0.80,0.67,2.53,3.00,0.67,5.13,DAL,1,3,24.79,30.36,1720,23.07,41.81,1.79,54.55,370.93,380.79,1.79,26.57,105.14,0.86,40.57,64.13,288.71,1.50,0.86,2.00,2.86,0.79,6.07,False
2020,NYJ,2020-10-11,01:00:00,outdoors,turf,,64,57,8,True,0,4,False,13.71,28.79,1665,16.57,33.16,1.07,29.63,278.43,394.43,1.29,25.07,106.71,0.43,31.29,58.62,193.07,0.93,0.93,1.79,2.86,0.57,6.21,ARI,2,2,27.70,22.40,1805,25.20,43.70,1.20,58.33,401.60,337.70,0.90,32.40,160.50,1.60,34.90,67.85,250.20,1.70,0.50,2.80,1.50,0.50,7.10,False
2020,PHI,2020-10-11,01:00:00,outdoors,grass,4708,70,89,4,False,1,2,False,20.53,25.67,1744,20.67,35.95,2.07,40.48,328.80,352.27,1.93,24.93,127.33,1.00,36.93,55.58,226.00,1.27,1.33,3.20,3.93,0.60,6.53,PIT,3,0,26.65,21.18,1856,20.94,41.22,1.29,58.33,347.47,310.76,1.35,22.88,82.53,0.76,42.59,65.46,272.35,2.29,0.88,3.29,0.82,0.53,5.00,False
2020,PIT,2020-10-11,01:00:00,outdoors,grass,4708,70,89,4,True,3,0,False,26.65,21.18,1856,20.94,41.22,1.29,58.33,347.47,310.76,1.35,22.88,82.53,0.76,42.59,65.46,272.35,2.29,0.88,3.29,0.82,0.53,5.00,PHI,1,2,20.53,25.67,1744,20.67,35.95,2.07,40.48,328.80,352.27,1.93,24.93,127.33,1.00,36.93,55.58,226.00,1.27,1.33,3.20,3.93,0.60,6.53,True
2020,SEA,2020-10-11,08:20:00,outdoors,turf,,54,90,10,True,4,0,True,28.50,23.57,1816,21.71,36.45,1.00,52.08,371.00,371.36,1.21,26.21,127.79,0.86,34.43,67.63,262.00,2.57,0.86,2.93,3.00,0.36,5.64,MIN,1,3,23.56,28.33,1873,23.00,38.94,1.56,74.45,358.56,371.22,1.44,29.67,127.11,1.22,32.67,66.09,248.67,1.78,1.00,1.78,2.67,0.67,4.89,True
2020,SFO,2020-10-11,04:05:00,outdoors,grass,,73,41,6,True,2,2,False,24.64,25.00,1914,22.55,41.64,1.00,37.50,373.18,313.64,1.91,27.45,115.45,1.45,35.64,66.42,276.09,1.55,1.18,1.82,2.45,0.36,5.64,MIA,1,3,25.20,20.87,1870,21.80,38.07,0.53,75.00,336.07,364.53,1.33,26.87,103.87,1.00,34.93,66.96,244.07,1.47,0.87,2.53,2.07,0.67,4.60,False
2020,WAS,2020-10-11,01:00:00,outdoors,grass,,69,82,2,True,1,3,False,20.93,20.36,1790,20.00,40.99,1.21,40.91,319.86,301.86,1.71,24.71,99.50,1.14,37.50,65.19,241.50,1.14,1.14,3.00,3.14,0.43,5.14,LAR,3,1,24.00,23.56,1874,22.33,42.06,1.11,12.50,384.67,298.44,1.33,29.44,127.33,1.00,37.11,64.60,268.67,1.67,0.89,2.67,1.78,0.56,4.22,False
2020,LAC,2020-10-12,08:15:00,dome,,749,,,,False,1,3,False,25.56,26.56,1914,23.11,40.57,1.78,37.08,384.22,364.56,0.78,32.56,123.44,0.89,34.78,65.17,274.44,2.11,0.67,1.44,2.22,0.56,4.78,NOR,2,2,28.67,19.33,1962,22.73,43.96,1.00,68.33,374.33,304.07,1.33,30.60,142.27,1.67,33.47,69.85,242.93,1.80,0.60,2.53,1.80,0.40,5.80,False
2020,NOR,2020-10-12,08:15:00,dome,,749,,,,True,2,2,True,28.67,19.33,1962,22.73,43.96,1.00,68.33,374.33,304.07,1.33,30.60,142.27,1.67,33.47,69.85,242.93,1.80,0.60,2.53,1.80,0.40,5.80,LAC,1,3,25.56,26.56,1914,23.11,40.57,1.78,37.08,384.22,364.56,0.78,32.56,123.44,0.89,34.78,65.17,274.44,2.11,0.67,1.44,2.22,0.56,4.78,True
2020,BUF,2020-10-13,07:00:00,outdoors,grass,8403,73,32,3,False,4,0,True,29.71,23.12,1849,24.00,45.03,0.47,80.00,384.53,359.18,1.29,24.41,108.00,0.88,37.76,67.13,290.59,2.29,0.71,2.41,1.94,0.59,5.94,TEN,3,0,28.73,26.20,1689,22.60,46.58,1.07,60.42,366.73,393.13,0.67,32.13,156.27,1.47,28.87,64.62,220.27,2.00,0.40,1.33,1.47,0.47,5.13,False
2020,TEN,2020-10-13,07:00:00,outdoors,grass,8403,73,32,3,True,3,0,False,28.73,26.20,1689,22.60,46.58,1.07,60.42,366.73,393.13,0.67,32.13,156.27,1.47,28.87,64.62,220.27,2.00,0.40,1.33,1.47,0.47,5.13,BUF,4,0,29.71,23.12,1849,24.00,45.03,0.47,80.00,384.53,359.18,1.29,24.41,108.00,0.88,37.76,67.13,290.59,2.29,0.71,2.41,1.94,0.59,5.94,True
2020,ATL,2020-10-18,01:00:00,dome,,,,,,False,0,5,False,25.23,25.08,1896,22.85,41.60,1.69,68.33,361.46,400.69,0.92,26.38,95.85,0.77,38.69,65.58,282.23,1.69,0.46,1.77,2.69,0.69,5.08,MIN,1,4,23.56,28.33,1873,23.00,38.94,1.56,74.45,358.56,371.22,1.44,29.67,127.11,1.22,32.67,66.09,248.67,1.78,1.00,1.78,2.67,0.67,4.89,True
2020,BAL,2020-10-18,01:00:00,outdoors,grass,,61,52,7,False,4,1,False,26.94,18.65,1900,20.29,49.27,1.12,56.94,361.41,317.71,1.18,34.41,189.82,1.47,26.06,62.79,183.29,1.53,0.76,2.24,2.18,0.65,6.71,PHI,1,3,20.53,25.67,1744,20.67,35.95,2.07,40.48,328.80,352.27,1.93,24.93,127.33,1.00,36.93,55.58,226.00,1.27,1.33,3.20,3.93,0.60,6.53,True
2020,CAR,2020-10-18,01:00:00,outdoors,grass,5240,63,44,6,True,3,2,True,21.57,25.57,1878,21.43,39.09,1.86,53.03,351.14,352.71,1.43,25.57,108.29,1.36,34.71,67.90,259.07,1.00,1.07,1.79,2.43,0.64,6.07,CHI,4,1,21.62,22.38,1773,19.92,33.54,1.62,58.33,312.69,333.00,1.31,23.08,89.85,0.77,38.08,66.32,238.69,1.46,0.85,2.23,2.23,0.62,5.46,False
2020,CHI,2020-10-18,01:00:00,outdoors,grass,5240,63,44,6,False,4,1,False,21.62,22.38,1773,19.92,33.54,1.62,58.33,312.69,333.00,1.31,23.08,89.85,0.77,38.08,66.32,238.69,1.46,0.85,2.23,2.23,0.62,5.46,CAR,3,2,21.57,25.57,1878,21.43,39.09,1.86,53.03,351.14,352.71,1.43,25.57,108.29,1.36,34.71,67.90,259.07,1.00,1.07,1.79,2.43,0.64,6.07,True
2020,CIN,2020-10-18,01:00:00,dome,turf,12453,,,,False,1,3,False,19.44,26.50,1869,19.88,35.38,1.69,75.70,319.75,389.19,1.50,25.69,104.25,0.81,36.31,62.53,237.06,1.19,0.69,1.06,3.00,0.38,5.19,IND,3,2,26.00,22.73,1862,22.67,37.46,1.93,64.87,379.93,330.73,1.00,27.93,121.87,1.13,35.73,66.92,265.93,1.40,0.73,2.47,1.27,0.53,5.80,False
2020,CLE,2020-10-18,01:00:00,outdoors,grass,5260,61,43,9,False,4,1,False,26.28,26.56,1837,22.00,45.20,1.50,40.00,367.28,373.67,1.00,30.44,145.17,1.33,31.78,63.19,231.56,1.72,0.50,2.17,1.50,0.61,5.89,PIT,4,0,26.65,21.18,1856,20.94,41.22,1.29,58.33,347.47,310.76,1.35,22.88,82.53,0.76,42.59,65.46,272.35,2.29,0.88,3.29,0.82,0.53,5.00,False
2020,DEN,2020-10-18,01:00:00,outdoors,grass,,58,45,7,False,1,3,False,21.07,27.86,1745,18.93,37.15,0.86,6.25,332.86,372.43,1.79,28.21,122.79,0.86,33.00,55.99,225.14,1.43,1.21,2.86,2.00,0.43,4.86,NWE,2,2,19.86,23.50,1721,21.43,40.81,0.93,62.96,337.50,363.14,1.29,30.71,148.14,1.29,28.21,64.21,203.43,0.71,0.93,1.43,2.14,0.29,3.86,True
2020,DET,2020-10-18,01:00:00,outdoors,grass,14513,78,78,10,False,1,3,True,22.83,29.33,1730,21.00,39.88,1.67,30.55,361.83,396.17,1.17,24.50,92.67,1.50,35.50,63.54,282.33,1.33,0.67,1.33,2.17,0.50,5.50,JAX,1,4,18.47,30.20,1681,19.67,40.09,1.47,33.33,328.27,413.27,1.60,20.67,91.93,0.53,39.27,64.51,252.13,1.53,1.07,1.13,2.60,0.33,6.73,True
2020,GNB,2020-10-18,04:25:00,outdoors,grass,15540,88,48,12,False,4,0,True,30.81,22.50,1932,22.00,49.79,1.19,61.00,384.81,329.00,0.81,27.00,130.94,1.00,33.31,69.98,267.94,2.88,0.38,2.50,1.62,0.44,4.56,TAM,3,2,29.31,22.69,1714,21.69,43.48,0.75,72.22,372.94,342.50,1.12,23.75,98.88,0.94,38.25,62.55,283.56,2.31,0.81,2.94,1.38,0.69,4.69,False
2020,IND,2020-10-18,01:00:00,dome,turf,12453,,,,True,3,2,True,26.00,22.73,1862,22.67,37.46,1.93,64.87,379.93,330.73,1.00,27.93,121.87,1.13,35.73,66.92,265.93,1.40,0.73,2.47,1.27,0.53,5.80,CIN,1,3,19.44,26.50,1869,19.88,35.38,1.69,75.70,319.75,389.19,1.50,25.69,104.25,0.81,36.31,62.53,237.06,1.19,0.69,1.06,3.00,0.38,5.19,True
2020,JAX,2020-10-18,01:00:00,outdoors,grass,14513,78,78,10,True,1,4,False,18.47,30.20,1681,19.67,40.09,1.47,33.33,328.27,413.27,1.60,20.67,91.93,0.53,39.27,64.51,252.13,1.53,1.07,1.13,2.60,0.33,6.73,DET,1,3,22.83,29.33,1730,21.00,39.88,1.67,30.55,361.83,396.17,1.17,24.50,92.67,1.50,35.50,63.54,282.33,1.33,0.67,1.33,2.17,0.50,5.50,False
2020,LAR,2020-10-18,08:20:00,outdoors,grass,,86,22,10,False,4,1,True,24.00,23.56,1874,22.33,42.06,1.11,12.50,384.67,298.44,1.33,29.44,127.33,1.00,37.11,64.60,268.67,1.67,0.89,2.67,1.78,0.56,4.22,SFO,2,3,24.64,25.00,1914,22.55,41.64,1.00,37.50,373.18,313.64,1.91,27.45,115.45,1.45,35.64,66.42,276.09,1.55,1.18,1.82,2.45,0.36,5.64,False
2020,MIA,2020-10-18,04:05:00,outdoors,grass,10772,85,66,15,True,2,3,True,25.20,20.87,1870,21.80,38.07,0.53,75.00,336.07,364.53,1.33,26.87,103.87,1.00,34.93,66.96,244.07,1.47,0.87,2.53,2.07,0.67,4.60,NYJ,0,5,13.71,28.79,1665,16.57,33.16,1.07,29.63,278.43,394.43,1.29,25.07,106.71,0.43,31.29,58.62,193.07,0.93,0.93,1.79,2.86,0.57,6.21,True
2020,MIN,2020-10-18,01:00:00,dome,,,,,,True,1,4,True,23.56,28.33,1873,23.00,38.94,1.56,74.45,358.56,371.22,1.44,29.67,127.11,1.22,32.67,66.09,248.67,1.78,1.00,1.78,2.67,0.67,4.89,ATL,0,5,25.23,25.08,1896,22.85,41.60,1.69,68.33,361.46,400.69,0.92,26.38,95.85,0.77,38.69,65.58,282.23,1.69,0.46,1.77,2.69,0.69,5.08,False
2020,NWE,2020-10-18,01:00:00,outdoors,grass,,58,45,7,True,2,2,True,19.86,23.50,1721,21.43,40.81,0.93,62.96,337.50,363.14,1.29,30.71,148.14,1.29,28.21,64.21,203.43,0.71,0.93,1.43,2.14,0.29,3.86,DEN,1,3,21.07,27.86,1745,18.93,37.15,0.86,6.25,332.86,372.43,1.79,28.21,122.79,0.86,33.00,55.99,225.14,1.43,1.21,2.86,2.00,0.43,4.86,False
2020,NYG,2020-10-18,01:00:00,outdoors,turf,,62,48,,True,0,5,True,18.07,22.67,1704,18.53,34.95,1.33,63.33,299.93,356.60,1.40,24.93,108.80,0.87,32.07,62.07,209.73,0.80,0.67,2.53,3.00,0.67,5.13,WAS,1,4,20.93,20.36,1790,20.00,40.99,1.21,40.91,319.86,301.86,1.71,24.71,99.50,1.14,37.50,65.19,241.50,1.14,1.14,3.00,3.14,0.43,5.14,True
2020,NYJ,2020-10-18,04:05:00,outdoors,grass,10772,85,66,15,False,0,5,False,13.71,28.79,1665,16.57,33.16,1.07,29.63,278.43,394.43,1.29,25.07,106.71,0.43,31.29,58.62,193.07,0.93,0.93,1.79,2.86,0.57,6.21,MIA,2,3,25.20,20.87,1870,21.80,38.07,0.53,75.00,336.07,364.53,1.33,26.87,103.87,1.00,34.93,66.96,244.07,1.47,0.87,2.53,2.07,0.67,4.60,False
